PA,SZ,TOD,Pop,Time
Western Islands,Jurong Island,HUDC Flats (excluding those privatised),0,2005
Western Islands,Jurong Island,Landed Properties,0,2005
Western Islands,Jurong Island,Condominiums and Other Apartments,0,2005
Western Islands,Jurong Island,Others,0,2005
Western Islands,Sudong,HDB 1- and 2-Room Flats,0,2005
Western Islands,Sudong,HDB 3-Room Flats,0,2005
Western Islands,Sudong,HDB 4-Room Flats,0,2005
Western Islands,Sudong,HDB 5-Room and Executive Flats,0,2005
Western Islands,Sudong,HUDC Flats (excluding those privatised),0,2005
Western Islands,Sudong,Landed Properties,0,2005
Western Islands,Sudong,Condominiums and Other Apartments,0,2005
Western Islands,Sudong,Others,0,2005
Western Water Catchment,Western Water Catchment,HDB 1- and 2-Room Flats,0,2005
Western Water Catchment,Western Water Catchment,HDB 3-Room Flats,0,2005
Western Water Catchment,Western Water Catchment,HDB 4-Room Flats,0,2005
Western Water Catchment,Western Water Catchment,HDB 5-Room and Executive Flats,0,2005
Western Water Catchment,Western Water Catchment,HUDC Flats (excluding those privatised),0,2005
Western Water Catchment,Western Water Catchment,Landed Properties,0,2005
Western Water Catchment,Western Water Catchment,Condominiums and Other Apartments,0,2005
Western Water Catchment,Western Water Catchment,Others,700,2005
Woodlands,Greenwood Park,HDB 1- and 2-Room Flats,0,2005
Woodlands,Greenwood Park,HDB 3-Room Flats,0,2005
Woodlands,Greenwood Park,HDB 4-Room Flats,0,2005
Woodlands,Greenwood Park,HDB 5-Room and Executive Flats,0,2005
Woodlands,Greenwood Park,HUDC Flats (excluding those privatised),0,2005
Woodlands,Greenwood Park,Landed Properties,0,2005
Woodlands,Greenwood Park,Condominiums and Other Apartments,0,2005
Woodlands,Greenwood Park,Others,0,2005
Woodlands,Midview,HDB 1- and 2-Room Flats,0,2005
Woodlands,Midview,HDB 3-Room Flats,350,2005
Woodlands,Midview,HDB 4-Room Flats,13910,2005
Woodlands,Midview,HDB 5-Room and Executive Flats,17480,2005
Woodlands,Midview,HUDC Flats (excluding those privatised),0,2005
Woodlands,Midview,Landed Properties,0,2005
Woodlands,Midview,Condominiums and Other Apartments,0,2005
Woodlands,Midview,Others,170,2005
Woodlands,North Coast,HDB 1- and 2-Room Flats,130,2005
Woodlands,North Coast,HDB 3-Room Flats,5430,2005
Woodlands,North Coast,HDB 4-Room Flats,6260,2005
Woodlands,North Coast,HDB 5-Room and Executive Flats,2460,2005
Woodlands,North Coast,HUDC Flats (excluding those privatised),0,2005
Woodlands,North Coast,Landed Properties,10,2005
Woodlands,North Coast,Condominiums and Other Apartments,0,2005
Woodlands,North Coast,Others,30,2005
Woodlands,Senoko West,HDB 1- and 2-Room Flats,0,2005
Woodlands,Senoko West,HDB 3-Room Flats,0,2005
Woodlands,Senoko West,HDB 4-Room Flats,0,2005
Woodlands,Senoko West,HDB 5-Room and Executive Flats,0,2005
Woodlands,Senoko West,HUDC Flats (excluding those privatised),0,2005
Woodlands,Senoko West,Landed Properties,0,2005
Woodlands,Senoko West,Condominiums and Other Apartments,0,2005
Woodlands,Senoko West,Others,0,2005
Woodlands,Woodgrove,HDB 1- and 2-Room Flats,0,2005
Woodlands,Woodgrove,HDB 3-Room Flats,1740,2005
Woodlands,Woodgrove,HDB 4-Room Flats,13630,2005
Woodlands,Woodgrove,HDB 5-Room and Executive Flats,14040,2005
Woodlands,Woodgrove,HUDC Flats (excluding those privatised),0,2005
Woodlands,Woodgrove,Landed Properties,500,2005
Woodlands,Woodgrove,Condominiums and Other Apartments,1940,2005
Woodlands,Woodgrove,Others,30,2005
Woodlands,Woodlands East,HDB 1- and 2-Room Flats,0,2005
Woodlands,Woodlands East,HDB 3-Room Flats,0,2005
Woodlands,Woodlands East,HDB 4-Room Flats,43600,2005
Woodlands,Woodlands East,HDB 5-Room and Executive Flats,39270,2005
Woodlands,Woodlands East,HUDC Flats (excluding those privatised),0,2005
Woodlands,Woodlands East,Landed Properties,0,2005
Woodlands,Woodlands East,Condominiums and Other Apartments,4450,2005
Woodlands,Woodlands East,Others,10,2005
Woodlands,Woodlands Regional Centre,HDB 1- and 2-Room Flats,0,2005
Woodlands,Woodlands Regional Centre,HDB 3-Room Flats,0,2005
Woodlands,Woodlands Regional Centre,HDB 4-Room Flats,0,2005
Woodlands,Woodlands Regional Centre,HDB 5-Room and Executive Flats,0,2005
Woodlands,Woodlands Regional Centre,HUDC Flats (excluding those privatised),0,2005
Woodlands,Woodlands Regional Centre,Landed Properties,0,2005
Woodlands,Woodlands Regional Centre,Condominiums and Other Apartments,0,2005
Woodlands,Woodlands Regional Centre,Others,0,2005
Woodlands,Woodlands South,HDB 1- and 2-Room Flats,0,2005
Woodlands,Woodlands South,HDB 3-Room Flats,0,2005
Woodlands,Woodlands South,HDB 4-Room Flats,11530,2005
Woodlands,Woodlands South,HDB 5-Room and Executive Flats,16300,2005
Woodlands,Woodlands South,HUDC Flats (excluding those privatised),0,2005
Woodlands,Woodlands South,Landed Properties,0,2005
Woodlands,Woodlands South,Condominiums and Other Apartments,0,2005
Woodlands,Woodlands South,Others,20,2005
Woodlands,Woodlands West,HDB 1- and 2-Room Flats,2050,2005
Woodlands,Woodlands West,HDB 3-Room Flats,7360,2005
Woodlands,Woodlands West,HDB 4-Room Flats,9750,2005
Woodlands,Woodlands West,HDB 5-Room and Executive Flats,8880,2005
Woodlands,Woodlands West,HUDC Flats (excluding those privatised),0,2005
Woodlands,Woodlands West,Landed Properties,0,2005
Woodlands,Woodlands West,Condominiums and Other Apartments,0,2005
Woodlands,Woodlands West,Others,290,2005
Yishun,Khatib,HDB 1- and 2-Room Flats,0,2005
Yishun,Khatib,HDB 3-Room Flats,1840,2005
Yishun,Khatib,HDB 4-Room Flats,5070,2005
Yishun,Khatib,HDB 5-Room and Executive Flats,4510,2005
Yishun,Khatib,HUDC Flats (excluding those privatised),0,2005
Yishun,Khatib,Landed Properties,0,2005
Yishun,Khatib,Condominiums and Other Apartments,0,2005
Yishun,Khatib,Others,20,2005
Yishun,Lower Seletar,HDB 1- and 2-Room Flats,0,2005
Yishun,Lower Seletar,HDB 3-Room Flats,0,2005
Yishun,Lower Seletar,HDB 4-Room Flats,0,2005
Yishun,Lower Seletar,HDB 5-Room and Executive Flats,0,2005
Yishun,Lower Seletar,HUDC Flats (excluding those privatised),0,2005
Yishun,Lower Seletar,Landed Properties,0,2005
Yishun,Lower Seletar,Condominiums and Other Apartments,0,2005
Yishun,Lower Seletar,Others,0,2005
Yishun,Nee Soon,HDB 1- and 2-Room Flats,0,2005
Yishun,Nee Soon,HDB 3-Room Flats,0,2005
Yishun,Nee Soon,HDB 4-Room Flats,0,2005
Yishun,Nee Soon,HDB 5-Room and Executive Flats,0,2005
Yishun,Nee Soon,HUDC Flats (excluding those privatised),0,2005
Yishun,Nee Soon,Landed Properties,420,2005
Yishun,Nee Soon,Condominiums and Other Apartments,340,2005
Yishun,Nee Soon,Others,10,2005
Yishun,Northland,HDB 1- and 2-Room Flats,0,2005
Yishun,Northland,HDB 3-Room Flats,7400,2005
Yishun,Northland,HDB 4-Room Flats,17530,2005
Yishun,Northland,HDB 5-Room and Executive Flats,6380,2005
Yishun,Northland,HUDC Flats (excluding those privatised),0,2005
Yishun,Northland,Landed Properties,0,2005
Yishun,Northland,Condominiums and Other Apartments,0,2005
Yishun,Northland,Others,120,2005
Yishun,Springleaf,HDB 1- and 2-Room Flats,0,2005
Yishun,Springleaf,HDB 3-Room Flats,0,2005
Yishun,Springleaf,HDB 4-Room Flats,0,2005
Yishun,Springleaf,HDB 5-Room and Executive Flats,0,2005
Yishun,Springleaf,HUDC Flats (excluding those privatised),0,2005
Yishun,Springleaf,Landed Properties,2760,2005
Yishun,Springleaf,Condominiums and Other Apartments,110,2005
Yishun,Springleaf,Others,40,2005
Yishun,Yishun Central,HDB 1- and 2-Room Flats,0,2005
Yishun,Yishun Central,HDB 3-Room Flats,10,2005
Yishun,Yishun Central,HDB 4-Room Flats,840,2005
Yishun,Yishun Central,HDB 5-Room and Executive Flats,730,2005
Yishun,Yishun Central,HUDC Flats (excluding those privatised),0,2005
Yishun,Yishun Central,Landed Properties,0,2005
Yishun,Yishun Central,Condominiums and Other Apartments,0,2005
Yishun,Yishun Central,Others,10,2005
Yishun,Yishun East,HDB 1- and 2-Room Flats,0,2005
Yishun,Yishun East,HDB 3-Room Flats,2930,2005
Yishun,Yishun East,HDB 4-Room Flats,18410,2005
Yishun,Yishun East,HDB 5-Room and Executive Flats,8830,2005
Yishun,Yishun East,HUDC Flats (excluding those privatised),0,2005
Yishun,Yishun East,Landed Properties,0,2005
Yishun,Yishun East,Condominiums and Other Apartments,770,2005
Yishun,Yishun East,Others,10,2005
Yishun,Yishun South,HDB 1- and 2-Room Flats,0,2005
Yishun,Yishun South,HDB 3-Room Flats,3760,2005
Yishun,Yishun South,HDB 4-Room Flats,20970,2005
Yishun,Yishun South,HDB 5-Room and Executive Flats,13170,2005
Yishun,Yishun South,HUDC Flats (excluding those privatised),0,2005
Yishun,Yishun South,Landed Properties,0,2005
Yishun,Yishun South,Condominiums and Other Apartments,1500,2005
Yishun,Yishun South,Others,50,2005
Yishun,Yishun West,HDB 1- and 2-Room Flats,300,2005
Yishun,Yishun West,HDB 3-Room Flats,19850,2005
Yishun,Yishun West,HDB 4-Room Flats,26890,2005
Yishun,Yishun West,HDB 5-Room and Executive Flats,6690,2005
Yishun,Yishun West,HUDC Flats (excluding those privatised),0,2005
Yishun,Yishun West,Landed Properties,0,2005
Yishun,Yishun West,Condominiums and Other Apartments,1900,2005
Yishun,Yishun West,Others,370,2005
Ang Mo Kio,Cheng San,HDB 1- and 2-Room Flats,730,2006
Ang Mo Kio,Cheng San,HDB 3-Room Flats,15700,2006
Ang Mo Kio,Cheng San,HDB 4-Room Flats,8750,2006
Ang Mo Kio,Cheng San,HDB 5-Room and Executive Flats,3950,2006
Ang Mo Kio,Cheng San,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Cheng San,Landed Properties,0,2006
Ang Mo Kio,Cheng San,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Cheng San,Others,170,2006
Ang Mo Kio,Chong Boon,HDB 1- and 2-Room Flats,1460,2006
Ang Mo Kio,Chong Boon,HDB 3-Room Flats,14090,2006
Ang Mo Kio,Chong Boon,HDB 4-Room Flats,9440,2006
Ang Mo Kio,Chong Boon,HDB 5-Room and Executive Flats,3720,2006
Ang Mo Kio,Chong Boon,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Chong Boon,Landed Properties,0,2006
Ang Mo Kio,Chong Boon,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Chong Boon,Others,200,2006
Ang Mo Kio,Kebun Bahru,HDB 1- and 2-Room Flats,1690,2006
Ang Mo Kio,Kebun Bahru,HDB 3-Room Flats,12260,2006
Ang Mo Kio,Kebun Bahru,HDB 4-Room Flats,6900,2006
Ang Mo Kio,Kebun Bahru,HDB 5-Room and Executive Flats,2420,2006
Ang Mo Kio,Kebun Bahru,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Kebun Bahru,Landed Properties,1260,2006
Ang Mo Kio,Kebun Bahru,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Kebun Bahru,Others,320,2006
Ang Mo Kio,Seletar,HDB 1- and 2-Room Flats,0,2006
Ang Mo Kio,Seletar,HDB 3-Room Flats,0,2006
Ang Mo Kio,Seletar,HDB 4-Room Flats,0,2006
Ang Mo Kio,Seletar,HDB 5-Room and Executive Flats,0,2006
Ang Mo Kio,Seletar,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Seletar,Landed Properties,0,2006
Ang Mo Kio,Seletar,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Seletar,Others,0,2006
Ang Mo Kio,Sembawang Hills,HDB 1- and 2-Room Flats,0,2006
Ang Mo Kio,Sembawang Hills,HDB 3-Room Flats,0,2006
Ang Mo Kio,Sembawang Hills,HDB 4-Room Flats,0,2006
Ang Mo Kio,Sembawang Hills,HDB 5-Room and Executive Flats,0,2006
Ang Mo Kio,Sembawang Hills,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Sembawang Hills,Landed Properties,6440,2006
Ang Mo Kio,Sembawang Hills,Condominiums and Other Apartments,150,2006
Ang Mo Kio,Sembawang Hills,Others,90,2006
Ang Mo Kio,Shangri-La,HDB 1- and 2-Room Flats,2600,2006
Ang Mo Kio,Shangri-La,HDB 3-Room Flats,9010,2006
Ang Mo Kio,Shangri-La,HDB 4-Room Flats,5970,2006
Ang Mo Kio,Shangri-La,HDB 5-Room and Executive Flats,2200,2006
Ang Mo Kio,Shangri-La,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Shangri-La,Landed Properties,300,2006
Ang Mo Kio,Shangri-La,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Shangri-La,Others,120,2006
Ang Mo Kio,Sindo,HDB 1- and 2-Room Flats,0,2006
Ang Mo Kio,Sindo,HDB 3-Room Flats,0,2006
Ang Mo Kio,Sindo,HDB 4-Room Flats,0,2006
Ang Mo Kio,Sindo,HDB 5-Room and Executive Flats,0,2006
Ang Mo Kio,Sindo,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Sindo,Landed Properties,5080,2006
Ang Mo Kio,Sindo,Condominiums and Other Apartments,2350,2006
Ang Mo Kio,Sindo,Others,90,2006
Ang Mo Kio,Town Centre,HDB 1- and 2-Room Flats,0,2006
Ang Mo Kio,Town Centre,HDB 3-Room Flats,510,2006
Ang Mo Kio,Town Centre,HDB 4-Room Flats,740,2006
Ang Mo Kio,Town Centre,HDB 5-Room and Executive Flats,2060,2006
Ang Mo Kio,Town Centre,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Town Centre,Landed Properties,0,2006
Ang Mo Kio,Town Centre,Condominiums and Other Apartments,1010,2006
Ang Mo Kio,Town Centre,Others,40,2006
Ang Mo Kio,Townsville,HDB 1- and 2-Room Flats,1170,2006
Ang Mo Kio,Townsville,HDB 3-Room Flats,7040,2006
Ang Mo Kio,Townsville,HDB 4-Room Flats,8760,2006
Ang Mo Kio,Townsville,HDB 5-Room and Executive Flats,2980,2006
Ang Mo Kio,Townsville,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Townsville,Landed Properties,0,2006
Ang Mo Kio,Townsville,Condominiums and Other Apartments,0,2006
Ang Mo Kio,Townsville,Others,100,2006
Ang Mo Kio,Yio Chu Kang,HDB 1- and 2-Room Flats,2400,2006
Ang Mo Kio,Yio Chu Kang,HDB 3-Room Flats,8500,2006
Ang Mo Kio,Yio Chu Kang,HDB 4-Room Flats,5990,2006
Ang Mo Kio,Yio Chu Kang,HDB 5-Room and Executive Flats,3550,2006
Ang Mo Kio,Yio Chu Kang,HUDC Flats (excluding those privatised),0,2006
Ang Mo Kio,Yio Chu Kang,Landed Properties,2430,2006
Ang Mo Kio,Yio Chu Kang,Condominiums and Other Apartments,6140,2006
Ang Mo Kio,Yio Chu Kang,Others,120,2006
Bedok,Bayshore,HDB 1- and 2-Room Flats,0,2006
Bedok,Bayshore,HDB 3-Room Flats,0,2006
Bedok,Bayshore,HDB 4-Room Flats,0,2006
Bedok,Bayshore,HDB 5-Room and Executive Flats,0,2006
Bedok,Bayshore,HUDC Flats (excluding those privatised),0,2006
Bedok,Bayshore,Landed Properties,480,2006
Bedok,Bayshore,Condominiums and Other Apartments,5030,2006
Bedok,Bayshore,Others,50,2006
Bedok,Bedok North,HDB 1- and 2-Room Flats,3200,2006
Bedok,Bedok North,HDB 3-Room Flats,35720,2006
Bedok,Bedok North,HDB 4-Room Flats,25500,2006
Bedok,Bedok North,HDB 5-Room and Executive Flats,11070,2006
Bedok,Bedok North,HUDC Flats (excluding those privatised),0,2006
Bedok,Bedok North,Landed Properties,4610,2006
Bedok,Bedok North,Condominiums and Other Apartments,2700,2006
Bedok,Bedok North,Others,720,2006
Bedok,Bedok Reservoir,HDB 1- and 2-Room Flats,0,2006
Bedok,Bedok Reservoir,HDB 3-Room Flats,3110,2006
Bedok,Bedok Reservoir,HDB 4-Room Flats,9170,2006
Bedok,Bedok Reservoir,HDB 5-Room and Executive Flats,6490,2006
Bedok,Bedok Reservoir,HUDC Flats (excluding those privatised),0,2006
Bedok,Bedok Reservoir,Landed Properties,0,2006
Bedok,Bedok Reservoir,Condominiums and Other Apartments,5170,2006
Bedok,Bedok Reservoir,Others,70,2006
Bedok,Bedok South,HDB 1- and 2-Room Flats,1600,2006
Bedok,Bedok South,HDB 3-Room Flats,9920,2006
Bedok,Bedok South,HDB 4-Room Flats,15800,2006
Bedok,Bedok South,HDB 5-Room and Executive Flats,7740,2006
Bedok,Bedok South,HUDC Flats (excluding those privatised),0,2006
Bedok,Bedok South,Landed Properties,11440,2006
Bedok,Bedok South,Condominiums and Other Apartments,5170,2006
Bedok,Bedok South,Others,490,2006
Bedok,Frankel,HDB 1- and 2-Room Flats,170,2006
Bedok,Frankel,HDB 3-Room Flats,0,2006
Bedok,Frankel,HDB 4-Room Flats,0,2006
Bedok,Frankel,HDB 5-Room and Executive Flats,0,2006
Bedok,Frankel,HUDC Flats (excluding those privatised),0,2006
Bedok,Frankel,Landed Properties,19940,2006
Bedok,Frankel,Condominiums and Other Apartments,10000,2006
Bedok,Frankel,Others,570,2006
Bedok,Kaki Bukit,HDB 1- and 2-Room Flats,310,2006
Bedok,Kaki Bukit,HDB 3-Room Flats,6850,2006
Bedok,Kaki Bukit,HDB 4-Room Flats,17300,2006
Bedok,Kaki Bukit,HDB 5-Room and Executive Flats,16440,2006
Bedok,Kaki Bukit,HUDC Flats (excluding those privatised),0,2006
Bedok,Kaki Bukit,Landed Properties,800,2006
Bedok,Kaki Bukit,Condominiums and Other Apartments,330,2006
Bedok,Kaki Bukit,Others,150,2006
Bedok,Kembangan,HDB 1- and 2-Room Flats,2980,2006
Bedok,Kembangan,HDB 3-Room Flats,7560,2006
Bedok,Kembangan,HDB 4-Room Flats,5820,2006
Bedok,Kembangan,HDB 5-Room and Executive Flats,7790,2006
Bedok,Kembangan,HUDC Flats (excluding those privatised),0,2006
Bedok,Kembangan,Landed Properties,8250,2006
Bedok,Kembangan,Condominiums and Other Apartments,2970,2006
Bedok,Kembangan,Others,340,2006
Bedok,Siglap,HDB 1- and 2-Room Flats,0,2006
Bedok,Siglap,HDB 3-Room Flats,0,2006
Bedok,Siglap,HDB 4-Room Flats,0,2006
Bedok,Siglap,HDB 5-Room and Executive Flats,0,2006
Bedok,Siglap,HUDC Flats (excluding those privatised),1670,2006
Bedok,Siglap,Landed Properties,0,2006
Bedok,Siglap,Condominiums and Other Apartments,5930,2006
Bedok,Siglap,Others,40,2006
Bishan,Bishan East,HDB 1- and 2-Room Flats,0,2006
Bishan,Bishan East,HDB 3-Room Flats,2180,2006
Bishan,Bishan East,HDB 4-Room Flats,12680,2006
Bishan,Bishan East,HDB 5-Room and Executive Flats,13690,2006
Bishan,Bishan East,HUDC Flats (excluding those privatised),0,2006
Bishan,Bishan East,Landed Properties,0,2006
Bishan,Bishan East,Condominiums and Other Apartments,1210,2006
Bishan,Bishan East,Others,50,2006
Bishan,Marymount,HDB 1- and 2-Room Flats,0,2006
Bishan,Marymount,HDB 3-Room Flats,0,2006
Bishan,Marymount,HDB 4-Room Flats,15050,2006
Bishan,Marymount,HDB 5-Room and Executive Flats,8520,2006
Bishan,Marymount,HUDC Flats (excluding those privatised),0,2006
Bishan,Marymount,Landed Properties,3060,2006
Bishan,Marymount,Condominiums and Other Apartments,1660,2006
Bishan,Marymount,Others,60,2006
Bishan,Upper Thomson,HDB 1- and 2-Room Flats,690,2006
Bishan,Upper Thomson,HDB 3-Room Flats,3520,2006
Bishan,Upper Thomson,HDB 4-Room Flats,4730,2006
Bishan,Upper Thomson,HDB 5-Room and Executive Flats,4790,2006
Bishan,Upper Thomson,HUDC Flats (excluding those privatised),1340,2006
Bishan,Upper Thomson,Landed Properties,8070,2006
Bishan,Upper Thomson,Condominiums and Other Apartments,7220,2006
Bishan,Upper Thomson,Others,330,2006
Boon Lay,Liu Fang,HDB 1- and 2-Room Flats,0,2006
Boon Lay,Liu Fang,HDB 3-Room Flats,0,2006
Boon Lay,Liu Fang,HDB 4-Room Flats,0,2006
Boon Lay,Liu Fang,HDB 5-Room and Executive Flats,0,2006
Boon Lay,Liu Fang,HUDC Flats (excluding those privatised),0,2006
Boon Lay,Liu Fang,Landed Properties,0,2006
Boon Lay,Liu Fang,Condominiums and Other Apartments,0,2006
Boon Lay,Liu Fang,Others,0,2006
Boon Lay,Samulun,HDB 1- and 2-Room Flats,0,2006
Boon Lay,Samulun,HDB 3-Room Flats,0,2006
Boon Lay,Samulun,HDB 4-Room Flats,0,2006
Boon Lay,Samulun,HDB 5-Room and Executive Flats,0,2006
Boon Lay,Samulun,HUDC Flats (excluding those privatised),0,2006
Boon Lay,Samulun,Landed Properties,0,2006
Boon Lay,Samulun,Condominiums and Other Apartments,0,2006
Boon Lay,Samulun,Others,0,2006
Boon Lay,Shipyard,HDB 1- and 2-Room Flats,0,2006
Boon Lay,Shipyard,HDB 3-Room Flats,0,2006
Boon Lay,Shipyard,HDB 4-Room Flats,0,2006
Boon Lay,Shipyard,HDB 5-Room and Executive Flats,0,2006
Boon Lay,Shipyard,HUDC Flats (excluding those privatised),0,2006
Boon Lay,Shipyard,Landed Properties,0,2006
Boon Lay,Shipyard,Condominiums and Other Apartments,0,2006
Boon Lay,Shipyard,Others,0,2006
Boon Lay,Tukang,HDB 1- and 2-Room Flats,0,2006
Boon Lay,Tukang,HDB 3-Room Flats,0,2006
Boon Lay,Tukang,HDB 4-Room Flats,0,2006
Boon Lay,Tukang,HDB 5-Room and Executive Flats,0,2006
Boon Lay,Tukang,HUDC Flats (excluding those privatised),0,2006
Boon Lay,Tukang,Landed Properties,0,2006
Boon Lay,Tukang,Condominiums and Other Apartments,0,2006
Boon Lay,Tukang,Others,0,2006
Bukit Batok,Brickworks,HDB 1- and 2-Room Flats,0,2006
Bukit Batok,Brickworks,HDB 3-Room Flats,0,2006
Bukit Batok,Brickworks,HDB 4-Room Flats,0,2006
Bukit Batok,Brickworks,HDB 5-Room and Executive Flats,0,2006
Bukit Batok,Brickworks,HUDC Flats (excluding those privatised),0,2006
Bukit Batok,Brickworks,Landed Properties,0,2006
Bukit Batok,Brickworks,Condominiums and Other Apartments,0,2006
Bukit Batok,Brickworks,Others,0,2006
Bukit Batok,Bukit Batok Central,HDB 1- and 2-Room Flats,80,2006
Bukit Batok,Bukit Batok Central,HDB 3-Room Flats,4240,2006
Bukit Batok,Bukit Batok Central,HDB 4-Room Flats,12300,2006
Bukit Batok,Bukit Batok Central,HDB 5-Room and Executive Flats,7860,2006
Bukit Batok,Bukit Batok Central,HUDC Flats (excluding those privatised),0,2006
Bukit Batok,Bukit Batok Central,Landed Properties,0,2006
Bukit Batok,Bukit Batok Central,Condominiums and Other Apartments,1300,2006
Bukit Batok,Bukit Batok Central,Others,40,2006
Bukit Batok,Bukit Batok East,HDB 1- and 2-Room Flats,0,2006
Bukit Batok,Bukit Batok East,HDB 3-Room Flats,6710,2006
Bukit Batok,Bukit Batok East,HDB 4-Room Flats,5910,2006
Bukit Batok,Bukit Batok East,HDB 5-Room and Executive Flats,2440,2006
Bukit Batok,Bukit Batok East,HUDC Flats (excluding those privatised),0,2006
Bukit Batok,Bukit Batok East,Landed Properties,0,2006
Bukit Batok,Bukit Batok East,Condominiums and Other Apartments,0,2006
Bukit Batok,Bukit Batok East,Others,120,2006
Bukit Batok,Bukit Batok South,HDB 1- and 2-Room Flats,0,2006
